ID,RevolvingUtilizationOfUnsecuredLines,Age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
7947,0.0,56,0,1.0,10500.0,8,0,2,0,3.0,0
126929,0.0,33,1,1.0,4190.0,7,0,0,0,0.0,0
45065,0.0,64,0,0.0,3310.0,6,0,0,0,0.0,0
115472,0.0,28,0,2.0,2000.0,5,0,0,1,0.0,0
71389,1.0,45,0,3.0,0.0,6,0,2,0,3.0,0
58868,0.0,47,0,0.0,1500.0,6,0,0,0,3.0,0
103402,0.0,78,0,1.0,4564.0,7,0,2,0,0.0,0
106441,3.0,69,1,1.0,4100.0,12,1,0,0,0.0,1
144369,0.0,50,0,0.0,7000.0,3,0,0,0,0.0,0
147815,0.0,62,0,2.0,5348.0,15,0,1,0,1.0,0
13135,0.0,47,0,1.0,7500.0,8,0,1,0,3.0,0
93784,0.0,60,0,1.0,2900.0,5,0,1,0,0.0,0
93701,0.0,35,0,0.0,4700.0,4,0,0,0,0.0,0
64839,0.0,65,1,1.0,5510.0,10,0,2,0,0.0,0
85066,2.0,29,1,0.0,1500.0,3,0,0,0,0.0,0
53778,0.0,58,0,1.0,6801.0,8,0,1,0,0.0,0
60966,1.0,32,0,2.0,10980.0,18,0,5,0,0.0,0
126814,0.0,48,0,2.0,4020.0,6,0,1,0,0.0,0
141729,0.0,69,0,1.0,3300.0,4,0,0,0,0.0,0
148598,0.0,31,0,1.0,7371.0,4,0,1,0,0.0,0
136604,2.0,25,0,3.0,0.0,5,0,0,0,0.0,0
32883,0.0,57,0,1.0,18833.0,7,0,2,0,2.0,0
119094,3.0,22,0,0.0,1900.0,1,0,0,0,0.0,0
22339,1.0,35,1,3.0,1111.0,9,0,1,0,1.0,0
118704,1.0,46,0,1.0,4000.0,9,0,0,0,1.0,0
100120,0.0,53,1,2.0,3800.0,5,1,1,1,0.0,0
131424,2.0,46,1,2.0,4664.0,14,1,1,1,2.0,0
110272,0.0,46,0,2.0,5417.0,4,0,1,0,0.0,0
80595,1.0,80,0,1.0,10372.0,12,0,2,0,0.0,0
97734,0.0,73,0,2.0,3100.0,14,0,1,0,0.0,0
64808,0.0,50,0,1.0,22766.0,16,0,2,0,0.0,0
33862,0.0,58,0,0.0,5500.0,18,0,0,0,0.0,0
98959,1.0,45,0,2.0,2253.0,3,0,0,0,2.0,0
3264,2.0,56,0,1.0,21000.0,11,0,1,0,1.0,0
38166,0.0,48,0,0.0,3500.0,1,0,0,0,1.0,0
143206,0.0,61,0,3.0,0.0,16,0,0,0,0.0,0
79727,0.0,68,0,2.0,8265.0,7,0,2,0,0.0,0
114267,0.0,66,0,0.0,10833.0,7,0,0,0,1.0,0
121547,1.0,38,1,1.0,3525.0,3,0,0,0,0.0,0
13457,0.0,86,0,0.0,12300.0,3,0,0,0,0.0,0
62206,0.0,47,0,2.0,9550.0,9,0,2,0,1.0,0
40159,0.0,31,0,0.0,4166.0,4,0,0,0,0.0,0
53695,0.0,60,0,1.0,8247.0,6,0,1,0,0.0,0
81036,0.0,51,1,2.0,7800.0,15,0,1,0,1.0,0
139472,0.0,70,0,1.0,4300.0,16,0,0,0,2.0,0
7056,2.0,28,1,1.0,1325.0,6,0,0,0,0.0,1
21518,1.0,51,0,2.0,4000.0,8,0,1,0,1.0,0
85199,1.0,42,1,1.0,1466.0,6,0,0,0,4.0,0
43165,0.0,50,0,0.0,4000.0,4,0,0,0,0.0,0
114093,2.0,46,0,1.0,4000.0,1,0,0,0,1.0,0
39141,1.0,53,1,2.0,7539.0,12,0,2,0,0.0,0
129245,0.0,56,0,0.0,10500.0,6,0,0,0,0.0,0
144530,0.0,68,0,1.0,6853.0,12,0,0,0,0.0,0
87773,0.0,35,0,1.0,9500.0,7,0,1,0,0.0,0
63029,0.0,58,0,2.0,4100.0,5,0,1,0,0.0,0
9338,1.0,47,0,2.0,4000.0,10,0,2,0,0.0,0
146928,0.0,81,0,0.0,2666.0,2,0,0,0,0.0,0
48622,1.0,59,0,2.0,12414.0,16,0,2,0,2.0,0
57264,2.0,40,0,2.0,5127.0,12,0,1,0,0.0,0
71620,0.0,44,0,3.0,1500.0,20,0,2,0,2.0,0
114259,0.0,53,0,3.0,1201.0,11,0,1,0,2.0,0
110350,0.0,67,0,1.0,7483.0,13,0,1,0,0.0,0
104111,1.0,52,0,1.0,5400.0,10,0,0,0,0.0,0
2190,0.0,55,0,0.0,2400.0,5,0,0,0,0.0,0
78059,2.0,57,0,0.0,2000.0,4,0,0,0,2.0,0
57306,2.0,26,0,1.0,1200.0,3,0,0,0,0.0,0
124873,1.0,28,0,0.0,1416.0,1,0,0,0,0.0,0
84167,2.0,24,0,0.0,850.0,1,0,0,0,0.0,0
25929,0.0,52,0,1.0,10400.0,8,0,2,0,1.0,0
42021,0.0,52,0,2.0,5800.0,9,0,4,0,0.0,0
81584,3.0,31,0,1.0,2800.0,2,0,0,0,3.0,0
4709,0.0,63,0,3.0,13000.0,17,0,8,0,0.0,0
148749,0.0,48,1,1.0,5000.0,12,0,1,0,1.0,1
102300,0.0,57,0,2.0,3000.0,21,0,1,0,0.0,0
13419,0.0,63,0,1.0,5840.0,6,0,1,0,0.0,0
99321,0.0,35,1,2.0,2560.0,8,0,1,1,2.0,0
63851,0.0,47,0,0.0,6750.0,14,0,0,0,0.0,0
101596,0.0,42,0,1.0,5800.0,7,0,0,0,2.0,0
62409,0.0,39,0,2.0,4000.0,10,0,1,0,3.0,0
44191,0.0,54,0,2.0,11865.0,26,0,5,0,0.0,0
66041,0.0,52,0,1.0,5500.0,6,0,1,0,0.0,0
94479,0.0,34,0,0.0,7775.0,9,0,0,0,0.0,0
12407,0.0,61,0,1.0,6800.0,9,0,1,0,1.0,0
79113,0.0,28,0,0.0,2000.0,2,0,0,0,0.0,0
9088,0.0,40,0,1.0,3041.0,9,0,0,0,3.0,0
112620,1.0,27,0,0.0,3520.0,5,0,0,0,0.0,0
50900,0.0,81,0,0.0,7500.0,7,0,0,0,0.0,0
34070,0.0,43,1,2.0,11000.0,9,0,2,0,4.0,0
93412,0.0,72,0,0.0,3500.0,6,0,0,0,0.0,0
76964,1.0,62,0,3.0,1600.0,15,0,1,0,0.0,0
59558,2.0,71,1,1.0,4500.0,6,1,0,0,0.0,1
66794,1.0,48,1,2.0,8920.0,11,0,3,0,1.0,0
122233,2.0,56,0,0.0,3224.0,0,1,0,0,2.0,0
28773,0.0,70,0,0.0,3848.0,4,0,0,0,0.0,0
5230,0.0,43,0,1.0,10000.0,7,0,1,0,2.0,0
47872,2.0,48,0,2.0,7278.0,24,0,3,0,1.0,0
67551,0.0,40,0,1.0,9167.0,7,0,1,0,2.0,0
36474,0.0,27,0,1.0,3600.0,3,0,0,0,0.0,0
82919,0.0,48,0,2.0,3425.0,11,0,1,0,0.0,0
93319,0.0,47,0,1.0,41666.0,6,0,3,0,5.0,0
74137,0.0,25,0,1.0,1200.0,6,0,0,0,0.0,0
5183,1.0,28,0,3.0,0.0,4,0,0,0,0.0,0
21962,0.0,57,0,3.0,0.0,13,0,1,0,1.0,0
63134,0.0,68,0,1.0,8000.0,11,0,0,0,0.0,0
92465,0.0,48,0,1.0,4416.0,11,0,0,0,3.0,0
51605,0.0,28,0,1.0,4800.0,5,0,0,0,0.0,0
103292,0.0,75,0,1.0,7000.0,13,0,1,0,0.0,0
115768,1.0,34,1,0.0,3084.0,7,0,0,0,1.0,0
119722,0.0,83,0,0.0,1700.0,4,0,0,0,0.0,0
58960,0.0,72,0,0.0,7500.0,3,0,0,0,0.0,0
109983,0.0,38,0,1.0,8200.0,10,0,2,0,0.0,0
119143,2.0,53,1,2.0,3500.0,6,0,0,1,0.0,0
121104,0.0,68,0,1.0,2950.0,3,0,1,0,1.0,0
119230,0.0,56,0,1.0,4937.0,11,0,1,0,0.0,0
129168,0.0,78,0,0.0,5264.0,7,0,0,0,0.0,0
124039,1.0,65,0,2.0,5450.0,12,0,1,0,1.0,0
79730,1.0,57,0,2.0,15748.0,20,0,2,0,0.0,0
143175,0.0,60,0,0.0,2950.0,9,0,0,0,0.0,0
37069,0.0,63,0,0.0,3545.0,2,1,0,0,3.0,0
9401,0.0,57,0,1.0,3767.0,8,0,0,0,0.0,0
94124,0.0,79,0,1.0,8419.0,14,0,1,0,0.0,0
86128,1.0,50,0,2.0,4917.0,8,0,2,0,1.0,0
34117,0.0,45,0,1.0,16000.0,10,0,1,0,3.0,0
77285,0.0,66,0,1.0,5834.0,10,0,1,0,0.0,0
112104,0.0,79,0,2.0,3501.0,14,0,1,0,0.0,0
117516,0.0,47,0,1.0,9669.0,7,0,1,0,3.0,0
132851,2.0,47,1,2.0,4506.0,9,0,1,0,4.0,0
108409,1.0,49,0,2.0,8500.0,21,0,2,0,0.0,0
144954,1.0,50,0,1.0,7574.0,5,0,0,0,2.0,0
32849,0.0,70,0,1.0,2300.0,6,0,1,0,0.0,0
109988,0.0,48,1,1.0,10500.0,13,1,1,0,0.0,0
78816,1.0,60,0,3.0,4725.0,13,0,0,0,2.0,0
31012,0.0,35,0,1.0,5625.0,6,0,2,0,0.0,0
118812,0.0,63,0,2.0,4050.0,10,0,2,0,1.0,0
31744,0.0,69,1,1.0,5350.0,20,0,4,0,1.0,0
100775,0.0,82,1,1.0,3000.0,13,0,0,0,0.0,0
97125,3.0,54,1,3.0,6250.0,17,1,2,0,0.0,1
65922,0.0,59,0,1.0,2050.0,5,0,0,0,0.0,0
142623,1.0,48,0,2.0,2925.0,10,0,2,0,1.0,0
105137,0.0,51,0,1.0,8500.0,11,0,1,0,2.0,0
80115,0.0,71,0,1.0,9000.0,7,0,0,0,1.0,0
113193,0.0,72,0,2.0,4578.0,6,0,2,0,0.0,0
17940,3.0,23,0,0.0,1560.0,1,1,0,1,0.0,1
88145,0.0,53,0,2.0,5608.0,9,0,1,0,1.0,0
107956,0.0,47,0,2.0,7962.0,10,0,1,0,1.0,0
87720,0.0,81,0,1.0,1600.0,7,0,1,0,1.0,0
58846,0.0,63,1,1.0,5800.0,10,0,1,0,0.0,0
35438,2.0,52,1,2.0,3367.0,10,1,2,0,1.0,0
143456,0.0,58,0,1.0,7180.0,6,0,1,0,0.0,0
43364,0.0,61,0,1.0,10766.0,6,0,1,0,0.0,0
149212,0.0,54,1,2.0,4800.0,19,0,1,0,3.0,0
90569,2.0,39,0,2.0,10250.0,9,0,2,0,1.0,1
71366,0.0,59,0,0.0,5000.0,2,0,0,1,0.0,0
58320,0.0,58,0,1.0,3400.0,10,0,0,0,1.0,0
84912,0.0,67,0,0.0,2614.0,14,0,0,0,0.0,0
87036,0.0,37,0,1.0,7083.0,9,0,1,0,2.0,0
111972,2.0,38,0,2.0,5203.0,5,0,1,0,1.0,0
90920,0.0,84,0,1.0,4500.0,12,0,2,0,0.0,0
113168,0.0,79,0,1.0,4019.0,10,0,1,0,0.0,0
72482,0.0,47,0,2.0,9700.0,6,0,3,0,5.0,0
55898,1.0,42,0,2.0,2400.0,4,0,1,0,3.0,0
102719,2.0,48,0,2.0,10500.0,14,0,2,0,5.0,1
89061,0.0,29,0,1.0,2608.0,10,0,0,0,0.0,0
1427,0.0,49,1,2.0,10743.0,15,0,4,0,2.0,0
47061,0.0,39,0,0.0,7570.0,6,0,0,0,3.0,0
112363,2.0,61,0,0.0,3400.0,0,0,0,0,0.0,0
130057,0.0,58,0,1.0,10500.0,12,0,1,0,0.0,0
138367,1.0,40,0,1.0,3581.0,5,0,0,0,0.0,0
80735,1.0,64,0,1.0,16223.0,11,0,3,0,0.0,0
58461,2.0,44,1,2.0,3895.0,4,1,1,0,0.0,0
101728,2.0,32,1,1.0,6015.0,6,1,0,0,1.0,0
62215,0.0,57,0,2.0,7598.0,27,0,2,0,1.0,0
3141,0.0,74,0,1.0,5320.0,6,0,1,0,0.0,0
72463,0.0,89,0,0.0,3750.0,4,0,0,0,0.0,0
32137,3.0,63,0,1.0,6999.0,10,1,1,1,0.0,0
11929,0.0,61,1,2.0,10120.0,14,0,2,0,0.0,0
67048,0.0,46,0,1.0,5830.0,14,0,2,0,2.0,0
110077,2.0,43,0,2.0,9166.0,16,0,1,0,3.0,0
26190,0.0,35,0,2.0,6128.0,12,0,2,0,0.0,0
90624,0.0,45,0,0.0,5000.0,4,0,0,0,3.0,0
79719,1.0,64,0,3.0,5500.0,24,0,1,0,1.0,0
48130,2.0,59,0,1.0,5062.0,6,0,1,0,0.0,1
122450,0.0,35,1,2.0,8333.0,10,0,2,0,0.0,0
16809,0.0,62,0,1.0,9710.0,21,0,1,0,0.0,0
141386,2.0,33,0,2.0,5900.0,11,0,1,0,0.0,0
8954,0.0,48,0,1.0,9000.0,5,0,1,0,2.0,0
74226,0.0,46,0,0.0,10000.0,6,0,1,0,3.0,0
4327,1.0,34,1,2.0,3333.0,7,0,1,0,0.0,0
38358,0.0,48,0,3.0,0.0,9,0,3,0,3.0,0
26516,2.0,31,1,2.0,3030.0,8,1,1,0,0.0,0
100116,1.0,41,0,0.0,5000.0,1,1,0,0,0.0,0
99313,0.0,50,0,1.0,12500.0,12,0,2,0,3.0,0
14649,0.0,56,0,1.0,4340.0,13,0,1,1,0.0,0
25049,0.0,58,0,2.0,11583.0,12,0,2,0,1.0,0
94537,2.0,47,0,1.0,3416.0,5,0,0,0,0.0,0
147486,2.0,26,0,0.0,4166.0,1,0,0,0,0.0,0
38703,0.0,51,0,1.0,7000.0,5,0,1,0,1.0,0
58141,1.0,45,0,1.0,5276.0,7,0,0,0,2.0,0
61517,1.0,47,0,1.0,2500.0,3,0,0,0,0.0,0
75090,0.0,35,0,3.0,1700.0,13,0,1,0,2.0,0
72379,0.0,55,0,2.0,6300.0,6,0,1,0,1.0,0
57534,0.0,37,0,1.0,3750.0,6,0,1,0,0.0,0
77433,0.0,65,0,2.0,4941.0,17,0,1,0,1.0,0
134265,0.0,69,0,0.0,7334.0,8,0,0,0,0.0,0
43416,3.0,56,0,1.0,13200.0,9,0,2,0,2.0,0
110397,1.0,47,0,2.0,8000.0,6,0,2,0,0.0,0
17361,0.0,65,0,2.0,11375.0,12,0,2,0,0.0,0
144050,2.0,47,0,1.0,3581.0,5,0,1,0,0.0,0
48765,2.0,31,0,2.0,3625.0,5,0,2,0,0.0,0
127928,0.0,83,0,0.0,4939.0,5,0,0,0,0.0,0
97105,2.0,50,0,2.0,7678.0,12,0,2,0,3.0,0
137483,0.0,50,0,2.0,3417.0,4,0,1,0,0.0,0
65135,0.0,36,0,2.0,9166.0,18,0,1,0,0.0,0
89212,0.0,49,0,1.0,6500.0,4,0,0,0,2.0,0
15328,0.0,42,0,1.0,16934.0,3,0,1,0,2.0,0
123202,0.0,50,0,0.0,5175.0,4,0,0,0,0.0,0
46552,1.0,50,0,2.0,5011.0,6,0,1,0,2.0,0
142880,0.0,59,0,0.0,6233.0,7,0,0,0,0.0,0
94245,2.0,47,1,0.0,2200.0,2,0,0,0,0.0,1
113460,0.0,48,0,1.0,6000.0,18,0,1,0,0.0,0
140250,1.0,54,1,2.0,3160.0,11,0,1,1,0.0,1
1424,0.0,72,0,0.0,8166.0,22,0,0,0,0.0,0
135568,1.0,74,0,2.0,2800.0,7,0,1,0,0.0,0
111811,1.0,54,0,1.0,17100.0,11,0,4,0,2.0,0
57532,0.0,50,0,1.0,16070.0,8,0,1,0,3.0,0
59340,2.0,56,0,2.0,6249.0,11,0,2,0,3.0,1
147612,0.0,62,0,1.0,9884.0,4,0,1,0,2.0,0
90830,0.0,53,0,1.0,1800.0,15,0,0,0,2.0,0
82363,1.0,65,0,2.0,9791.0,12,0,1,0,0.0,0
76705,0.0,78,0,1.0,4142.0,6,0,1,0,0.0,0
77587,0.0,79,0,0.0,1400.0,4,0,0,0,1.0,0
74547,1.0,63,0,2.0,2600.0,9,0,0,0,0.0,0
51064,0.0,76,0,0.0,11166.0,9,0,0,0,0.0,0
139454,0.0,55,0,1.0,5836.0,4,1,1,0,0.0,0
1361,0.0,67,1,1.0,7000.0,25,0,1,0,0.0,0
43320,2.0,25,0,1.0,4200.0,7,0,0,0,0.0,0
129166,0.0,48,0,2.0,2500.0,13,0,1,0,2.0,0
48065,2.0,40,0,2.0,8120.0,6,0,1,0,2.0,0
44107,0.0,52,0,1.0,8487.0,9,0,1,0,0.0,0
49839,0.0,54,0,1.0,13433.0,13,0,1,0,3.0,0
106092,2.0,51,0,1.0,16666.0,5,0,1,0,0.0,0
147620,0.0,56,0,0.0,12333.0,7,0,0,0,2.0,0
139936,0.0,46,1,2.0,5000.0,7,0,1,0,2.0,0
94642,0.0,81,0,0.0,2641.0,5,0,0,0,0.0,0
120534,0.0,55,0,0.0,8242.0,8,0,0,0,0.0,0
94563,2.0,33,0,2.0,6416.0,3,0,2,0,0.0,0
122667,0.0,64,0,0.0,8333.0,2,0,0,0,0.0,0
118851,1.0,58,0,1.0,9300.0,14,0,1,0,1.0,0
113309,0.0,50,0,2.0,5865.0,9,0,2,0,0.0,0
139841,0.0,78,0,0.0,3520.0,5,0,0,0,0.0,0
143779,2.0,31,0,2.0,2500.0,3,0,0,0,1.0,0
43058,0.0,46,0,1.0,6325.0,8,0,2,0,1.0,0
123900,0.0,56,0,2.0,9000.0,10,0,1,0,3.0,0
19097,1.0,35,1,2.0,3083.0,7,0,1,0,1.0,0
67737,0.0,72,0,0.0,16666.0,6,0,0,0,0.0,0
71130,0.0,44,0,2.0,3000.0,2,0,1,0,0.0,0
63932,0.0,67,0,1.0,5000.0,12,0,1,0,0.0,0
147557,0.0,55,1,2.0,2880.0,13,0,2,0,0.0,0
37945,0.0,34,0,1.0,4319.0,4,0,1,0,1.0,0
8635,0.0,68,0,2.0,13300.0,12,0,3,0,0.0,0
40962,0.0,73,0,1.0,8586.0,12,0,2,0,0.0,0
69985,1.0,47,0,2.0,8333.0,8,0,2,0,2.0,0
4029,0.0,46,0,1.0,5000.0,4,0,0,0,2.0,0
103810,1.0,62,0,0.0,9500.0,15,0,0,0,1.0,0
97446,0.0,52,0,2.0,3530.0,14,0,2,0,3.0,0
42454,0.0,37,0,3.0,5000.0,7,0,3,0,4.0,0
121414,0.0,45,0,2.0,9571.0,7,0,2,0,3.0,0
103762,2.0,58,0,3.0,4110.0,8,0,2,0,3.0,1
6786,0.0,49,0,2.0,1600.0,15,0,0,0,0.0,1
121338,0.0,47,0,3.0,8500.0,14,0,3,0,3.0,0
131176,0.0,60,0,1.0,7510.0,6,0,0,0,0.0,0
110704,2.0,56,1,1.0,15000.0,8,0,1,0,0.0,0
92735,0.0,74,0,0.0,5000.0,5,0,0,0,0.0,0
131599,1.0,34,0,0.0,7307.0,5,0,0,0,2.0,0
128154,2.0,51,1,1.0,4697.0,9,0,1,0,0.0,1
10530,0.0,41,0,0.0,8100.0,12,0,0,0,0.0,0
131640,0.0,48,0,3.0,1.0,19,0,0,0,4.0,0
135298,0.0,48,0,2.0,10000.0,9,0,2,0,0.0,0
70983,1.0,59,0,1.0,2450.0,3,0,0,0,0.0,0
65363,0.0,41,0,2.0,10000.0,10,0,3,0,0.0,0
41310,0.0,53,0,2.0,4800.0,9,0,1,0,0.0,0
9467,0.0,30,0,2.0,3166.0,6,0,1,0,0.0,0
28690,0.0,64,0,1.0,8916.0,9,0,2,0,0.0,0
58537,0.0,47,0,2.0,3160.0,12,0,1,0,0.0,0
2390,2.0,38,1,1.0,1560.0,3,0,0,0,0.0,0
114164,0.0,82,0,1.0,1620.0,3,0,1,0,0.0,0
51190,0.0,52,0,1.0,16180.0,4,0,1,0,4.0,0
54028,2.0,36,1,2.0,1579.0,2,0,0,0,4.0,0
133920,0.0,53,0,2.0,6739.0,12,0,1,0,0.0,0
37333,0.0,43,0,2.0,4000.0,2,0,1,0,0.0,0
19991,0.0,79,0,0.0,3750.0,7,0,0,0,0.0,0
145336,2.0,28,1,2.0,2083.0,8,0,0,1,0.0,0
86719,1.0,33,0,2.0,8833.0,11,0,4,0,0.0,0
93421,1.0,79,0,1.0,2699.0,4,0,0,0,1.0,0
110181,2.0,52,1,2.0,6000.0,8,0,1,0,0.0,0
76574,1.0,45,0,2.0,6000.0,13,0,2,0,1.0,0
120316,1.0,59,1,1.0,14117.0,8,0,2,0,1.0,0
113721,0.0,56,0,1.0,7500.0,8,0,1,0,1.0,0
91229,0.0,57,0,1.0,6100.0,5,0,0,0,0.0,0
133341,0.0,46,0,1.0,10000.0,6,0,1,0,2.0,0
44015,0.0,46,0,1.0,5880.0,4,0,1,0,5.0,0
122386,0.0,28,0,0.0,2500.0,2,0,0,0,0.0,0
134449,1.0,63,0,2.0,3809.0,21,0,1,0,0.0,0
121607,0.0,61,0,1.0,7000.0,6,0,2,0,0.0,0
29738,1.0,63,0,3.0,1600.0,17,0,1,0,0.0,0
125004,2.0,37,1,1.0,4166.0,3,1,0,0,3.0,1
43462,0.0,70,0,1.0,6292.0,13,0,1,0,0.0,0
51221,0.0,77,0,0.0,3524.0,2,0,0,0,0.0,0
144754,2.0,34,1,1.0,4200.0,6,0,0,0,0.0,0
129045,0.0,52,0,3.0,3000.0,12,0,1,0,0.0,0
92240,0.0,67,0,1.0,2751.0,7,0,0,0,0.0,0
55319,0.0,45,0,2.0,5400.0,6,0,1,0,0.0,0
26939,2.0,58,1,2.0,9816.0,14,0,3,0,0.0,0
15340,0.0,34,0,0.0,10000.0,9,0,0,0,1.0,0
79139,0.0,60,0,3.0,8700.0,12,0,5,0,1.0,0
57543,1.0,77,0,2.0,7850.0,13,0,2,0,0.0,0
125675,1.0,34,0,1.0,2100.0,6,0,0,0,0.0,0
92687,0.0,57,0,2.0,15833.0,7,0,2,0,0.0,0
114682,0.0,45,0,1.0,10162.0,8,0,1,0,6.0,0
58978,2.0,31,1,0.0,1300.0,5,0,0,0,1.0,0
143852,0.0,49,0,2.0,2800.0,16,0,1,0,1.0,0
73536,0.0,44,1,1.0,6300.0,7,0,1,0,1.0,0
73656,0.0,58,0,2.0,10916.0,11,0,2,0,0.0,0
11107,0.0,68,0,0.0,7000.0,3,0,0,0,0.0,0
112390,1.0,41,0,0.0,26666.0,6,0,1,0,0.0,0
46351,0.0,37,0,1.0,8333.0,7,0,2,0,3.0,0
53056,0.0,49,0,1.0,3000.0,7,0,0,0,1.0,0
28795,0.0,47,0,2.0,4000.0,8,0,1,0,2.0,0
79342,0.0,53,0,0.0,3587.0,5,0,0,0,1.0,0
50080,0.0,39,1,2.0,9325.0,18,0,3,0,2.0,1
135493,1.0,75,0,2.0,3498.0,4,0,1,0,1.0,0
71279,0.0,74,0,1.0,5283.0,18,0,2,1,0.0,1
65463,2.0,58,0,1.0,17666.0,9,0,2,0,0.0,0
84241,0.0,71,0,0.0,600.0,6,0,0,0,0.0,0
71655,0.0,45,0,3.0,6000.0,13,0,2,0,3.0,0
110698,0.0,64,0,2.0,5100.0,13,0,3,0,0.0,0
47122,1.0,27,0,1.0,2200.0,7,0,0,0,3.0,0
42439,0.0,48,0,1.0,15082.0,7,0,2,0,3.0,0
17776,0.0,57,0,2.0,4500.0,6,0,1,0,0.0,0
119885,0.0,52,0,1.0,4999.0,3,1,0,0,0.0,0
140029,0.0,44,0,1.0,7575.0,8,0,2,0,4.0,0
44185,0.0,58,0,1.0,4333.0,13,0,0,0,0.0,0
90375,0.0,58,0,0.0,33300.0,4,0,1,0,1.0,0
115540,0.0,55,0,2.0,6083.0,14,0,2,0,4.0,0
146327,0.0,46,0,2.0,4748.0,12,0,1,0,3.0,0
40000,1.0,30,0,1.0,5000.0,6,0,0,0,0.0,0
127321,0.0,38,0,2.0,7000.0,14,0,1,0,2.0,1
63400,2.0,47,0,2.0,3545.0,4,0,1,1,0.0,0
82944,0.0,57,1,1.0,3000.0,3,0,1,1,0.0,0
13130,1.0,71,0,2.0,7701.0,6,0,3,0,1.0,1
115852,0.0,62,0,0.0,8150.0,3,0,1,0,3.0,0
65741,0.0,58,0,0.0,4650.0,2,0,0,0,0.0,0
10057,0.0,39,0,2.0,3642.0,9,0,1,0,3.0,0
26711,0.0,48,0,0.0,5516.0,2,0,0,0,0.0,0
74935,1.0,49,0,2.0,10800.0,26,0,2,0,4.0,1
74018,1.0,43,1,2.0,11300.0,12,0,2,0,2.0,0
145874,0.0,62,0,1.0,14166.0,12,0,1,0,0.0,0
71255,0.0,58,1,1.0,9752.0,23,0,2,0,1.0,0
46667,0.0,53,0,2.0,10000.0,12,0,2,0,4.0,0
44932,2.0,34,0,2.0,1440.0,4,0,1,0,3.0,0
203,0.0,46,0,1.0,4800.0,6,0,1,0,4.0,0
103447,0.0,70,0,2.0,5500.0,5,0,2,0,1.0,0
3556,2.0,32,0,0.0,3750.0,0,1,0,0,3.0,0
40455,0.0,66,0,1.0,9334.0,14,0,1,0,1.0,0
5505,2.0,47,1,2.0,10400.0,14,0,3,0,3.0,1
44267,0.0,73,0,0.0,2500.0,5,0,0,0,0.0,0
101057,0.0,54,0,0.0,7083.0,5,0,0,0,1.0,0
67781,0.0,61,0,2.0,10951.0,10,0,3,0,1.0,0
133926,0.0,51,0,2.0,8920.0,18,0,3,0,0.0,0
63594,0.0,59,0,1.0,9000.0,14,0,2,0,0.0,0
48354,0.0,67,0,0.0,11666.0,3,0,0,0,0.0,0
8287,2.0,39,0,1.0,5230.0,4,0,0,0,2.0,0
80041,0.0,68,0,1.0,3951.0,8,0,0,0,1.0,0
16089,0.0,51,0,1.0,3484.0,14,0,1,0,1.0,0
41949,0.0,45,0,1.0,6300.0,4,0,1,0,0.0,0
39643,1.0,50,1,2.0,5498.0,15,1,1,1,1.0,1
66721,0.0,41,0,3.0,1000.0,10,0,1,0,3.0,0
114564,2.0,57,0,2.0,3944.0,12,0,0,0,0.0,0
147914,0.0,66,0,1.0,3500.0,4,0,1,0,1.0,0
28208,0.0,37,1,1.0,7500.0,17,0,1,0,0.0,0
110941,2.0,49,0,2.0,10500.0,3,0,2,0,1.0,0
1219,0.0,69,0,0.0,7500.0,5,0,0,0,0.0,0
16895,0.0,63,0,0.0,16500.0,10,0,2,0,1.0,0
148424,0.0,53,1,1.0,9000.0,11,0,1,0,2.0,0
127366,0.0,90,0,2.0,1783.0,6,0,1,0,0.0,0
107058,1.0,31,0,1.0,5500.0,5,0,0,0,0.0,0
133336,0.0,44,0,3.0,1.0,8,0,0,0,0.0,0
10753,1.0,70,0,2.0,6500.0,24,0,1,0,0.0,0
119402,0.0,66,0,0.0,2700.0,2,0,0,0,0.0,0
48720,0.0,60,0,2.0,5776.0,7,0,2,0,1.0,0
52368,2.0,28,0,3.0,1.0,1,0,0,0,0.0,0
130161,0.0,47,0,0.0,3500.0,3,0,0,0,0.0,0
3841,1.0,38,0,2.0,5800.0,9,0,1,0,1.0,0
92316,0.0,33,0,1.0,6000.0,11,0,1,0,0.0,0
95668,0.0,56,0,2.0,4000.0,12,0,1,0,0.0,0
13376,1.0,50,0,2.0,2416.0,6,0,1,0,0.0,0
138290,0.0,62,0,2.0,6500.0,7,0,1,0,0.0,0
35595,0.0,26,0,0.0,9000.0,5,0,0,0,0.0,0
47737,0.0,60,1,0.0,5900.0,4,0,0,0,0.0,0
5133,0.0,87,0,0.0,5400.0,7,0,0,0,0.0,0
20207,0.0,43,0,2.0,7125.0,8,0,2,0,4.0,0
42852,1.0,51,0,2.0,3104.0,9,0,3,0,0.0,0
147933,1.0,48,0,1.0,20000.0,4,0,1,0,2.0,0
133698,0.0,45,1,1.0,13023.0,26,0,2,0,2.0,0
61641,0.0,61,0,0.0,8750.0,9,0,0,0,1.0,0
41213,0.0,32,0,1.0,3400.0,10,0,0,0,0.0,0
131293,3.0,44,1,1.0,2700.0,3,0,0,0,0.0,0
